keyword,year,month,field_previous,field,count
case,2022,7,군사학,법학,1
case,2023,4,경영학,법학,1
case,2023,4,법학,경영학,1
case,2023,10,법학,교육학,1
case,2023,11,교육학,법학,1
case,2025,8,경제학,법학,1
case,2025,8,법학,경제학,1
case management,2024,4,사회학,사회과학 일반,1
case management,2024,9,사회과학 일반,행정학,1
case management,2024,9,행정학,사회학,1
case management,2025,8,사회학,사회과학 일반,1
case management,2025,9,사회과학 일반,사회학,1
case study,2021,1,경영학,교육학,1
case study,2021,2,경영학,교육학,1
case study,2021,2,교육학,경영학,1
case study,2021,3,교육학,사회학,1
case study,2021,3,사회학,교육학,1
case study,2021,4,경영학,지리학,1
case study,2021,4,교육학,경영학,1
case study,2021,5,관광학,사회과학 일반,1
case study,2021,5,사회과학 일반,사회학,1
case study,2021,5,지리학,관광학,1
case study,2021,6,경영학,사회학,1
case study,2021,6,사회학,경영학,1
case study,2021,7,사회학,교육학,1
case study,2021,8,경영학,교육학,1
case study,2021,8,교육학,경영학,1
case study,2021,9,교육학,사회학,1
case study,2021,10,경영학,신문방송학,1
case study,2021,10,사회학,경영학,1
case study,2021,10,사회학,교육학,1
case study,2021,10,신문방송학,사회학,1
case study,2021,11,경영학,교육학,1
case study,2021,11,관광학,경영학,1
case study,2021,11,교육학,사회과학 일반,1
case study,2021,11,사회과학 일반,관광학,1
case study,2021,12,경영학,무역학,1
case study,2021,12,교육학,경영학,1
case study,2021,12,교육학,행정학,1
case study,2021,12,무역학,교육학,1
case study,2022,1,행정학,교육학,1
case study,2022,2,교육학,지리학,1
case study,2022,2,지리학,사회학,1
case study,2022,4,사회과학 일반,지리학,1
case study,2022,4,사회학,교육학,1
case study,2022,4,사회학,사회과학 일반,1
case study,2022,4,지리학,사회학,1
case study,2022,5,교육학,사회과학 일반,1
case study,2022,6,교육학,행정학,1
case study,2022,6,사회과학 일반,교육학,1
case study,2022,7,행정학,사회학,1
case study,2022,8,무역학,행정학,1
case study,2022,8,사회학,무역학,1
case study,2022,9,행정학,교육학,1
case study,2022,11,교육학,신문방송학,1
case study,2022,11,신문방송학,지리학,1
case study,2022,12,사회과학 일반,사회학,1
case study,2022,12,사회학,교육학,1
case study,2022,12,지리학,사회과학 일반,1
case study,2023,1,경영학,교육학,1
case study,2023,1,교육학,경영학,1
case study,2023,2,경영학,신문방송학,1
case study,2023,2,교육학,경영학,1
case study,2023,2,사회학,교육학,1
case study,2023,2,신문방송학,사회학,1
case study,2023,4,교육학,무역학,1
case study,2023,4,무역학,교육학,1
case study,2023,5,경영학,사회학,1
case study,2023,5,관광학,경영학,1
case study,2023,5,교육학,관광학,1
case study,2023,6,경영학,관광학,1
case study,2023,6,경영학,지리학,1
case study,2023,6,관광학,경영학,1
case study,2023,6,교육학,사회학,1
case study,2023,6,사회학,경영학,1
case study,2023,6,사회학,교육학,1
case study,2023,6,지리학,교육학,1
case study,2023,7,교육학,사회학,1
case study,2023,7,사회학,교육학,1
case study,2023,8,경영학,교육학,1
case study,2023,8,교육학,경영학,1
case study,2023,9,교육학,사회과학 일반,1
case study,2023,9,사회과학 일반,지리학,1
case study,2023,10,지리학,교육학,1
case study,2023,11,교육학,경영학,1
case study,2023,12,경영학,지리학,1
case study,2023,12,교육학,사회학,1
case study,2023,12,무역학,지리학,1
case study,2023,12,지리학,교육학,1
case study,2023,12,지리학,무역학,1
case study,2024,2,사회학,지리학,1
case study,2024,2,지리학,교육학,1
case study,2024,3,교육학,지리학,1
case study,2024,3,무역학,교육학,1
case study,2024,3,지리학,무역학,1
case study,2024,4,경영학,교육학,1
case study,2024,4,교육학,경영학,1
case study,2024,4,교육학,사회학,1
case study,2024,6,경영학,교육학,1
case study,2024,6,사회학,경영학,1
case study,2024,8,경영학,정치외교학,1
case study,2024,8,교육학,경영학,1
case study,2024,8,사회과학 일반,교육학,1
case study,2024,8,정치외교학,사회과학 일반,1
case study,2024,9,교육학,지리학,1
case study,2024,9,사회학,교육학,1
case study,2024,9,지리학,사회학,1
case study,2024,10,교육학,지리학,1
case study,2024,11,사회학,교육학,1
case study,2024,11,지리학,사회학,1
case study,2024,12,교육학,지리학,1
case study,2024,12,지리학,교육학,1
case study,2025,2,경영학,교육학,1
case study,2025,2,교육학,경영학,1
case study,2025,3,경영학,사회학,1
case study,2025,3,교육학,경영학,1
case study,2025,3,사회학,행정학,1
case study,2025,4,경영학,교육학,1
case study,2025,4,행정학,경영학,1
case study,2025,5,교육학,사회과학 일반,1
case study,2025,5,교육학,사회학,1
case study,2025,5,사회과학 일반,교육학,1
case study,2025,6,경영학,관광학,1
case study,2025,6,경영학,무역학,1
case study,2025,6,관광학,경영학,1
case study,2025,6,교육학,사회학,1
case study,2025,6,무역학,교육학,1
case study,2025,6,사회학,경영학,1
case study,2025,6,사회학,교육학,1
case study,2025,8,교육학,사회학,1
case study,2025,11,관광학,교육학,1
case study,2025,11,사회과학 일반,관광학,1
case study,2025,11,사회학,사회과학 일반,1
cases,2022,3,법학,행정학,1
cases,2022,4,행정학,법학,1
cases,2023,4,법학,사회과학 일반,1
cases,2023,5,사회과학 일반,법학,1
cash,2021,6,법학,경영학,1
cash,2022,4,경영학,법학,1
cash,2022,8,법학,경제학,1
cash,2022,9,경제학,법학,1
cash,2023,2,법학,경제학,1
cash,2023,5,경제학,법학,1
cash,2023,10,법학,경제학,1
cash,2023,11,경제학,법학,1
cash,2023,12,법학,경제학,1
cash,2024,5,경제학,법학,1
cash,2024,9,법학,경제학,1
cash,2024,11,경제학,법학,1
cash,2025,4,법학,경제학,1
causality,2021,3,경제학,법학,1
causality,2021,5,법학,행정학,1
causality,2021,6,법학,경제학,1
causality,2021,6,행정학,법학,1
causality,2021,8,경제학,법학,1
causality,2021,8,법학,경제학,1
causality,2021,9,경제학,법학,1
causality,2021,11,법학,경제학,1
causality,2021,12,경제학,사회과학 일반,1
causality,2021,12,사회과학 일반,경제학,1
causality,2022,4,경제학,법학,1
causality,2022,10,법학,경제학,1
causality,2022,11,경제학,법학,1
causality,2023,3,법학,경제학,1
causality,2023,5,경제학,법학,1
causality,2023,12,경제학,법학,1
causality,2023,12,법학,경제학,1
causality,2024,2,법학,경제학,1
causality,2024,4,경제학,법학,1
causality,2024,5,법학,무역학,1
causality,2024,6,무역학,법학,1
causality,2025,9,법학,사회학,1
causation,2021,6,무역학,법학,1
causation,2023,4,법학,경영학,1
causation,2023,5,경영학,법학,1
causation,2023,12,경영학,법학,1
causation,2023,12,법학,경영학,1
cause,2021,6,법학,군사학,1
cause,2021,8,군사학,법학,1
cbam,2021,10,법학,교육학,1
cbam,2021,12,교육학,무역학,1
cbam,2022,10,무역학,법학,1
cbam,2022,12,무역학,법학,1
cbam,2022,12,법학,무역학,1
cbam,2023,2,경영학,무역학,1
cbam,2023,2,법학,경영학,1
cbam,2023,3,무역학,경제학,1
cbam,2023,8,경제학,무역학,1
cbam,2023,10,무역학,교육학,1
cbam,2023,12,교육학,무역학,1
cbam,2023,12,무역학,법학,1
cbam,2024,4,법학,무역학,1
cbam,2025,1,무역학,법학,1
cbam,2025,6,법학,경영학,1
cbdc,2022,11,법학,지리학,1
cbdc,2022,12,지리학,경영학,1
cbdc,2023,2,경영학,법학,1
cbdc,2023,12,무역학,법학,1
cbdc,2023,12,법학,무역학,1
cbdc,2024,2,법학,무역학,1
cbdc,2024,6,무역학,행정학,1
cbdc,2024,8,행정학,무역학,1
cbdc,2024,9,무역학,법학,1
cctv,2022,1,경영학,법학,1
cctv,2022,6,법학,경영학,1
cctv,2023,8,경영학,법학,1
cctv,2024,4,법학,지리학,1
cctv,2024,6,지리학,법학,1
cctv,2025,8,법학,신문방송학,1
ccus,2025,1,법학,정치외교학,1
ccus,2025,2,정치외교학,법학,1
censorship,2022,10,문헌정보학,행정학,1
censorship,2023,5,행정학,법학,1
censorship,2023,12,법학,지리학,1
censorship,2024,5,지리학,법학,1
censorship,2025,2,법학,사회학,1
censorship,2025,5,사회학,신문방송학,1
center,2021,6,법학,인류학,1
center,2021,10,인류학,군사학,1
center,2022,8,군사학,법학,1
center,2022,10,법학,군사학,1
center,2022,12,군사학,법학,1
center,2023,4,법학,경제학,1
center,2023,5,경제학,법학,1
center,2023,6,법학,군사학,1
center,2023,11,군사학,법학,1
center,2024,2,법학,군사학,1
center,2024,3,군사학,법학,1
center,2024,9,법학,군사학,1
center,2024,11,군사학,법학,1
center,2024,11,법학,경제학,1
center,2024,12,경제학,법학,1
center,2025,2,법학,군사학,1
center,2025,3,군사학,법학,1
center,2025,6,법학,군사학,1
centered,2021,3,군사학,법학,1
centered,2021,11,법학,경제학,1
centered,2021,12,경제학,법학,1
centered,2023,6,법학,경제학,1
centered,2024,2,경제학,법학,1
centered,2024,9,법학,군사학,1
centered,2024,12,군사학,법학,1
central,2022,12,군사학,법학,1
central,2022,12,법학,군사학,1
central,2023,2,법학,군사학,1
central,2023,3,경제학,법학,1
central,2023,3,군사학,지리학,1
central,2023,3,지리학,경제학,1
central asia,2021,8,사회과학 일반,지리학,1
central asia,2021,8,지리학,사회과학 일반,1
central asia,2022,7,지리학,정치외교학,1
central asia,2022,8,무역학,지리학,1
central asia,2022,8,정치외교학,무역학,1
central asia,2022,12,사회과학 일반,지리학,1
central asia,2022,12,지리학,사회과학 일반,1
central asia,2023,6,정치외교학,지리학,1
central asia,2023,6,지리학,정치외교학,1
central asia,2023,9,지리학,정치외교학,1
central asia,2023,12,정치외교학,지리학,1
central asia,2023,12,지리학,사회학,1
central asia,2024,2,사회학,지리학,1
central asia,2024,8,지리학,사회과학 일반,1
central asia,2024,9,사회과학 일반,지리학,1
central asia,2024,10,지리학,무역학,1
central asia,2024,11,무역학,지리학,1
central asia,2025,1,지리학,정치외교학,1
central asia,2025,3,정치외교학,지리학,1
central asia,2025,4,지리학,정치외교학,1
central asia,2025,5,정치외교학,지리학,1
central asia,2025,6,지리학,무역학,1
central asia,2025,8,무역학,지리학,1
central government,2021,12,지리학,행정학,1
central government,2022,8,행정학,사회학,1
central government,2022,10,사회학,행정학,1
central government,2023,3,행정학,정치외교학,1
central government,2023,12,정치외교학,관광학,1
central government,2024,5,관광학,행정학,1
central government,2025,2,지리학,행정학,1
central government,2025,2,행정학,지리학,1
centrality,2021,2,무역학,군사학,1
centrality,2021,5,군사학,지리학,1
centrality,2021,9,지리학,관광학,1
centrality,2021,12,관광학,경제학,1
centrality,2022,4,경영학,경제학,1
centrality,2022,4,경제학,경영학,1
centrality,2022,5,경제학,관광학,1
centrality,2022,6,관광학,무역학,1
centrality,2022,8,경영학,지리학,1
centrality,2022,8,무역학,경영학,1
centrality,2022,8,지리학,무역학,1
centrality,2022,9,무역학,법학,1
centrality,2022,11,법학,교육학,1
centrality,2022,12,경영학,무역학,1
centrality,2022,12,교육학,경영학,1
centrality,2023,5,경영학,지리학,1
centrality,2023,5,무역학,경영학,1
centrality,2023,5,지리학,법학,1
centrality,2023,8,법학,교육학,1
centrality,2023,10,교육학,무역학,1
centrality,2025,8,무역학,교육학,1
centrality analysis,2021,4,지리학,교육학,1
centrality analysis,2022,3,교육학,지리학,1
centrality analysis,2023,8,지리학,경영학,1
centrality analysis,2023,12,경영학,지리학,1
centrality analysis,2024,2,지리학,교육학,1
centrality analysis,2024,6,교육학,무역학,1
centrality analysis,2024,6,무역학,교육학,1
centrality analysis,2024,12,교육학,지리학,1
centrality analysis,2025,4,지리학,경영학,1
ceo,2021,4,경영학,법학,1
ceo,2021,4,법학,경제학,1
ceo,2021,4,사회과학 일반,경영학,1
ceo,2021,5,경제학,경영학,1
ceo,2021,6,경영학,경제학,1
ceo,2021,8,경제학,경영학,1
ceo,2021,9,경영학,관광학,1
ceo,2021,12,경영학,법학,1
ceo,2021,12,관광학,경영학,1
ceo,2022,2,법학,경영학,1
ceo,2022,3,경영학,경제학,1
ceo,2022,4,경제학,지리학,1
ceo,2022,4,지리학,법학,1
ceo,2022,6,경영학,관광학,1
ceo,2022,6,법학,경영학,1
ceo,2022,8,관광학,경영학,1
ceo,2022,10,경영학,경제학,1
ceo,2022,12,경제학,경영학,1
ceo,2023,4,경영학,경제학,1
ceo,2023,6,경제학,신문방송학,1
ceo,2023,10,신문방송학,경영학,1
ceo,2024,3,경영학,행정학,1
ceo,2024,4,행정학,경영학,1
ceo,2024,6,경영학,신문방송학,1
ceo,2024,7,신문방송학,경영학,1
ceo,2024,8,경영학,법학,1
ceo,2024,10,법학,경영학,1
ceo,2025,2,경영학,관광학,1
ceo,2025,2,관광학,경제학,1
ceo,2025,4,경제학,경영학,1
ceo,2025,8,경영학,법학,1
certificate,2021,3,법학,행정학,1
certificate,2021,4,행정학,법학,1
certificate,2021,9,법학,경제학,1
certificate,2022,2,경제학,법학,1
certificate,2023,8,법학,경제학,1
certificate,2023,9,경제학,법학,2
certificate,2023,9,법학,경제학,1
certificate,2024,4,법학,경제학,1
certificate,2024,6,경제학,법학,1
certificate,2025,3,법학,경제학,1
certificate,2025,4,경제학,법학,1
certification,2021,2,경제학,법학,1
certification,2021,2,관광학,경제학,1
certification,2021,8,법학,행정학,1
certification,2021,11,행정학,법학,1
certification,2022,2,법학,경제학,1
certification,2022,3,경제학,법학,1
certification,2022,6,법학,경영학,1
certification,2022,11,경영학,법학,1
certification,2023,6,법학,군사학,1
certification,2023,7,군사학,법학,1
certification,2024,3,법학,지리학,1
certification,2024,3,지리학,법학,1
certification,2025,8,경제학,법학,1
certification,2025,8,법학,경제학,1
certification,2025,9,법학,군사학,1
chaebol,2021,6,법학,사회과학 일반,1
chaebol,2021,11,사회과학 일반,법학,1
chaebol,2022,4,법학,경제학,1
chaebol,2022,9,경제학,사회학,1
chaebol,2023,2,사회학,경제학,1
chaebol,2024,4,경제학,사회과학 일반,1
chaebol,2024,4,사회과학 일반,경제학,1
chaebol,2024,6,경제학,경영학,1
chaebol,2024,8,경영학,무역학,1
chaebol,2024,8,무역학,법학,1
chaebol,2024,12,경영학,법학,1
chaebol,2024,12,법학,경영학,1
chaebol,2024,12,법학,사회학,1
chaebol,2025,2,사회학,지리학,1
chain,2021,5,경제학,법학,1
chain,2022,3,법학,경제학,1
chain,2022,4,경제학,법학,1
chain,2023,3,법학,경제학,1
chain,2023,6,경제학,법학,1
chain,2023,10,법학,군사학,1
chain,2023,11,군사학,법학,1
chain,2023,12,경제학,법학,1
chain,2023,12,법학,경제학,1
chain,2024,3,법학,경제학,1
chain,2024,5,경제학,법학,1
chain,2024,9,법학,경제학,1
chain,2024,10,경제학,군사학,1
chain,2025,3,군사학,경제학,1
chain,2025,5,경제학,법학,1
chain,2025,6,법학,지리학,1
chain,2025,9,지리학,법학,1
change,2021,3,법학,사회학,1
change,2021,3,법학,지리학,1
change,2021,3,사회학,교육학,1
change,2021,3,신문방송학,법학,1
change,2021,3,지리학,신문방송학,1
change,2021,4,교육학,법학,1
change,2021,6,경제학,법학,1
change,2021,6,법학,경제학,1
change,2021,6,법학,군사학,1
change,2021,7,군사학,법학,1
change,2021,9,법학,경제학,1
change,2021,10,경제학,법학,1
change,2021,12,경제학,법학,1
change,2021,12,법학,경제학,1
change,2022,2,경제학,법학,1
change,2022,2,법학,경제학,1
change,2022,2,법학,교육학,1
change,2022,4,교육학,정치외교학,1
change,2022,4,정치외교학,법학,1
change,2022,6,경제학,군사학,1
change,2022,6,경제학,법학,1
change,2022,6,법학,경제학,2
change,2022,8,군사학,사회과학 일반,1
change,2022,8,사회과학 일반,법학,1
change,2022,9,경제학,법학,1
change,2022,9,군사학,경제학,1
change,2022,9,법학,경제학,1
change,2022,9,법학,군사학,1
change,2022,9,법학,신문방송학,1
change,2022,9,신문방송학,법학,1
change,2022,11,경제학,법학,1
change,2022,12,경영학,군사학,1
change,2022,12,경제학,법학,1
change,2022,12,군사학,법학,1
change,2022,12,법학,경영학,1
change,2022,12,법학,경제학,1
change,2023,3,경제학,법학,1
change,2023,3,군사학,경제학,1
change,2023,3,법학,군사학,1
change,2023,6,법학,교육학,1
change,2023,7,교육학,법학,1
change,2023,8,경제학,법학,1
change,2023,8,법학,경제학,2
change,2023,9,경제학,군사학,1
change,2023,9,경제학,법학,2
change,2023,9,법학,경제학,2
change,2023,10,군사학,법학,1
change,2023,11,법학,지리학,1
change,2023,12,군사학,인류학,1
change,2023,12,법학,군사학,1
change,2023,12,지리학,법학,1
change,2024,2,인류학,경제학,1
change,2024,3,경제학,법학,1
change,2024,3,법학,교육학,1
change,2024,4,경제학,법학,1
change,2024,4,교육학,법학,1
change,2024,4,법학,경제학,1
change,2024,5,법학,사회과학 일반,1
change,2024,5,사회과학 일반,법학,1
change,2024,6,법학,경제학,1
change,2024,8,경제학,법학,1
change,2024,8,경제학,사회학,1
change,2024,8,법학,경제학,1
change,2024,9,경제학,법학,1
change,2024,9,사회학,정치외교학,1
change,2024,9,정치외교학,경제학,1
change,2024,11,법학,지리학,1
change,2024,11,지리학,법학,1
change,2024,12,법학,군사학,1
change,2025,1,군사학,법학,1
change,2025,6,군사학,법학,1
change,2025,6,법학,군사학,1
change,2025,6,법학,인류학,1
change,2025,6,인류학,법학,1
change,2025,7,법학,경제학,1
change,2025,8,경제학,법학,1
change,2025,9,경제학,법학,1
change,2025,9,법학,경제학,1
change,2025,10,경영학,법학,1
change,2025,10,법학,경영학,1
change,2025,11,법학,지리학,1
change,2025,11,지리학,법학,1
changes,2021,6,법학,군사학,1
changes,2021,8,군사학,법학,1
changes,2021,12,법학,정치외교학,1
changes,2022,2,정치외교학,경제학,1
changes,2022,6,경제학,법학,2
changes,2022,6,법학,경제학,1
changes,2022,6,법학,군사학,1
changes,2022,8,군사학,법학,1
changes,2022,8,법학,교육학,1
changes,2022,9,교육학,정치외교학,1
changes,2023,7,정치외교학,법학,1
changes,2023,12,법학,신문방송학,1
changes,2023,12,신문방송학,경제학,1
changes,2024,3,경제학,법학,1
channel,2022,6,법학,인류학,1
channel,2022,8,인류학,법학,1
channel,2022,11,법학,경제학,1
channel,2023,2,경제학,신문방송학,1
channel,2023,2,신문방송학,법학,1
channel,2023,6,경제학,법학,1
channel,2023,6,법학,경제학,1
channel,2024,12,법학,경제학,1
character,2021,9,법학,사회학,1
character,2021,10,사회학,법학,1
character,2021,11,법학,교육학,1
character,2021,12,교육학,법학,1
character,2021,12,법학,사회학,1
character,2022,8,경영학,법학,1
character,2022,8,사회학,경영학,1
character,2022,9,법학,사회과학 일반,1
character,2022,12,사회과학 일반,신문방송학,1
character,2023,2,법학,교육학,1
character,2023,2,신문방송학,법학,1
character,2023,3,교육학,법학,1
character,2023,5,법학,교육학,1
character,2023,6,교육학,법학,1
character,2023,7,법학,사회학,1
character,2023,9,사회학,법학,1
character,2023,11,법학,교육학,1
character,2023,12,교육학,사회과학 일반,1
character,2023,12,사회과학 일반,교육학,1
character,2024,8,교육학,사회과학 일반,1
character,2024,8,사회과학 일반,경영학,1
character,2024,11,경영학,지리학,1
character,2025,2,지리학,경영학,1
character,2025,3,경영학,사회과학 일반,1
character,2025,4,사회과학 일반,사회학,1
character,2025,5,사회학,교육학,1
character,2025,8,교육학,지리학,1
character,2025,8,지리학,법학,1
characteristic,2021,6,법학,경제학,1
characteristic,2021,8,경제학,법학,1
characteristic,2022,5,법학,관광학,1
characteristic,2023,9,관광학,교육학,1
characteristic,2023,10,교육학,법학,1
characteristic,2024,7,법학,사회학,1
characteristics,2021,3,관광학,법학,1
characteristics,2021,3,법학,관광학,1
characteristics,2021,4,법학,경제학,1
characteristics,2021,12,경제학,법학,1
characteristics,2022,3,법학,경제학,1
characteristics,2022,4,경제학,법학,1
characteristics,2022,4,법학,경제학,1
characteristics,2022,5,경제학,법학,1
characteristics,2022,8,법학,지리학,1
characteristics,2022,12,지리학,법학,1
characteristics,2023,4,법학,경제학,1
characteristics,2023,6,경영학,법학,1
characteristics,2023,6,경제학,경영학,1
characteristics,2023,7,법학,교육학,1
characteristics,2023,8,교육학,관광학,1
characteristics,2023,9,관광학,법학,1
characteristics,2023,10,법학,지리학,1
characteristics,2023,12,군사학,법학,1
characteristics,2023,12,지리학,군사학,1
characteristics,2024,4,관광학,법학,1
characteristics,2024,4,법학,관광학,1
characteristics,2024,5,법학,교육학,1
characteristics,2024,6,경제학,군사학,1
characteristics,2024,6,관광학,경제학,1
characteristics,2024,6,교육학,관광학,1
characteristics,2024,7,군사학,경제학,1
characteristics,2024,8,경제학,법학,2
characteristics,2024,8,법학,경제학,1
characteristics,2024,10,경제학,군사학,1
characteristics,2024,10,법학,경제학,1
characteristics,2024,11,군사학,법학,1
characteristics,2024,12,법학,경제학,1
characteristics,2025,2,경제학,교육학,1
characteristics,2025,3,교육학,경제학,1
characteristics,2025,6,경제학,지리학,1
characteristics,2025,6,지리학,군사학,1
characteristics,2025,9,군사학,법학,1
charge,2024,10,법학,경제학,1
charge,2025,6,경제학,법학,1
charges,2021,8,법학,경제학,1
charges,2022,6,경제학,법학,1
charter,2024,11,법학,지리학,1
charter,2025,5,지리학,법학,1
chat gpt,2023,9,행정학,신문방송학,1
chat gpt,2024,2,신문방송학,정치외교학,1
chat gpt,2024,2,정치외교학,교육학,1
chat gpt,2024,6,교육학,사회과학 일반,1
chat gpt,2024,12,경영학,사회학,1
chat gpt,2024,12,관광학,경영학,1
chat gpt,2024,12,사회과학 일반,관광학,1
chat gpt,2025,9,사회학,신문방송학,1
chatbot,2021,10,교육학,경영학,1
chatbot,2022,2,경영학,교육학,1
chatbot,2022,3,교육학,법학,1
chatbot,2022,4,법학,경영학,1
chatbot,2022,6,경영학,무역학,1
chatbot,2022,6,무역학,교육학,1
chatbot,2022,8,교육학,법학,1
chatbot,2022,10,법학,관광학,1
chatbot,2023,2,관광학,법학,1
chatbot,2023,4,법학,신문방송학,1
chatbot,2023,9,신문방송학,군사학,1
chatbot,2023,12,군사학,신문방송학,1
chatbot,2024,7,신문방송학,교육학,1
chatbot,2024,9,교육학,경영학,1
chatbot,2025,2,경영학,교육학,1
chatbot,2025,4,교육학,경영학,1
chatbot,2025,5,경영학,신문방송학,1
chatbot,2025,6,신문방송학,경영학,1
chatbot,2025,9,경영학,행정학,1
chatbot,2025,10,행정학,관광학,1
chatgpt,2023,3,무역학,신문방송학,1
chatgpt,2023,3,신문방송학,행정학,1
chatgpt,2023,4,행정학,경영학,1
chatgpt,2023,6,경영학,신문방송학,1
chatgpt,2023,6,법학,교육학,1
chatgpt,2023,6,신문방송학,법학,1
chatgpt,2023,7,교육학,사회학,1
chatgpt,2023,7,사회학,교육학,1
chatgpt,2023,8,경영학,법학,1
chatgpt,2023,8,교육학,경영학,1
chatgpt,2023,9,관광학,신문방송학,1
chatgpt,2023,9,법학,관광학,1
chatgpt,2023,9,신문방송학,지리학,1
chatgpt,2023,9,지리학,교육학,1
chatgpt,2023,10,교육학,사회과학 일반,1
chatgpt,2023,10,사회과학 일반,신문방송학,1
chatgpt,2023,10,신문방송학,교육학,1
chatgpt,2023,11,관광학,교육학,1
chatgpt,2023,11,교육학,관광학,1
chatgpt,2023,12,경영학,무역학,1
chatgpt,2023,12,교육학,경영학,1
chatgpt,2024,1,무역학,교육학,1
chatgpt,2024,2,경영학,지리학,1
chatgpt,2024,2,교육학,경영학,1
chatgpt,2024,3,신문방송학,행정학,1
chatgpt,2024,3,정치외교학,신문방송학,1
chatgpt,2024,3,지리학,정치외교학,1
chatgpt,2024,4,행정학,교육학,1
chatgpt,2024,6,경영학,신문방송학,1
chatgpt,2024,6,교육학,경영학,1
chatgpt,2024,7,사회과학 일반,교육학,1
chatgpt,2024,7,신문방송학,사회과학 일반,1
chatgpt,2024,8,관광학,무역학,1
chatgpt,2024,8,교육학,관광학,1
chatgpt,2024,8,무역학,법학,1
chatgpt,2024,8,법학,교육학,1
chatgpt,2024,12,경영학,교육학,1
chatgpt,2024,12,경영학,정치외교학,1
chatgpt,2024,12,교육학,경영학,1
chatgpt,2024,12,정치외교학,경영학,1
chatgpt,2025,1,교육학,경영학,1
chatgpt,2025,2,경영학,법학,1
chatgpt,2025,2,법학,교육학,1
chatgpt,2025,3,교육학,군사학,1
chatgpt,2025,4,군사학,교육학,1
chatgpt,2025,5,교육학,지리학,1
chatgpt,2025,6,경영학,교육학,1
chatgpt,2025,6,교육학,행정학,1
chatgpt,2025,6,지리학,경영학,1
chatgpt,2025,8,경영학,교육학,1
chatgpt,2025,8,행정학,경영학,1
chatgpt,2025,9,경영학,행정학,1
chatgpt,2025,9,교육학,경영학,1
chatgpt,2025,10,사회과학 일반,신문방송학,1
chatgpt,2025,10,신문방송학,사회학,1
chatgpt,2025,10,행정학,사회과학 일반,1
chatgpt,2025,11,사회학,지리학,1
chatgpt,2025,11,지리학,교육학,1
chemical,2023,2,군사학,법학,1
chemical,2023,2,법학,군사학,1
chemical,2023,6,법학,군사학,1
chemical,2023,9,군사학,경제학,1
chemical,2024,10,경제학,군사학,1
chemical,2025,8,군사학,법학,1
child,2021,10,법학,교육학,1
child,2021,11,교육학,법학,1
child,2021,12,문헌정보학,법학,1
child,2021,12,법학,문헌정보학,1
child,2022,4,법학,사회학,1
child,2022,5,사회학,법학,1
child,2022,6,경제학,법학,1
child,2022,6,법학,경제학,1
child,2023,3,법학,교육학,1
child,2023,4,교육학,사회학,1
child,2023,5,사회학,법학,1
child,2023,7,법학,교육학,1
child,2023,9,교육학,법학,1
child,2023,9,법학,사회학,1
child,2023,10,법학,사회학,1
child,2023,10,사회학,교육학,1
child,2023,10,사회학,법학,1
child,2023,11,교육학,사회과학 일반,1
child,2023,11,사회과학 일반,법학,1
child,2024,2,법학,지리학,1
child,2024,2,지리학,법학,1
child,2024,3,법학,사회학,1
child,2024,4,사회학,교육학,1
child,2024,5,교육학,법학,1
child,2024,5,법학,교육학,1
child,2024,6,교육학,법학,1
child,2024,9,법학,지리학,1
child,2024,11,지리학,법학,1
child abuse,2021,3,교육학,신문방송학,1
child abuse,2021,8,신문방송학,교육학,1
child abuse,2021,11,교육학,사회과학 일반,1
child abuse,2021,12,교육학,사회학,1
child abuse,2021,12,사회과학 일반,교육학,1
child abuse,2022,3,사회학,행정학,1
child abuse,2022,6,행정학,정치외교학,1
child abuse,2022,8,정치외교학,교육학,1
child abuse,2022,12,교육학,사회과학 일반,1
child abuse,2022,12,사회과학 일반,사회학,1
child abuse,2024,4,사회학,사회과학 일반,1
child abuse,2024,9,사회과학 일반,사회학,1
child abuse,2025,2,사회학,교육학,1
child abuse,2025,6,교육학,사회과학 일반,1
child abuse,2025,8,사회과학 일반,교육학,1
child abuse,2025,11,교육학,사회학,1
child care center director,2021,8,사회학,교육학,1
child care center director,2024,7,교육학,사회학,1
child care center director,2025,2,사회학,교육학,1
child care policy,2021,11,사회학,사회과학 일반,1
child care policy,2022,1,사회과학 일반,사회학,1
child care policy,2022,5,사회과학 일반,사회학,1
child care policy,2022,5,사회학,사회과학 일반,1
child care policy,2023,12,사회학,교육학,1
child care policy,2024,12,교육학,지리학,1
childbirth,2021,4,사회과학 일반,사회학,1
childbirth,2021,8,사회학,법학,1
childbirth,2021,10,법학,사회과학 일반,1
childbirth,2022,4,사회과학 일반,경제학,1
childbirth,2022,8,경제학,지리학,1
childbirth,2023,9,지리학,교육학,1
childbirth,2023,12,교육학,법학,1
childbirth,2023,12,법학,사회학,1
childbirth,2024,5,사회학,법학,1
childcare,2021,5,사회과학 일반,사회학,1
childcare,2021,8,사회학,법학,1
childcare,2021,9,법학,사회학,1
childcare,2021,11,사회학,사회과학 일반,1
childcare,2021,12,사회과학 일반,지리학,1
childcare,2021,12,지리학,법학,1
childcare,2022,3,법학,경제학,1
childcare,2022,5,경제학,사회과학 일반,1
childcare,2022,5,사회과학 일반,사회학,1
childcare,2022,7,사회학,사회과학 일반,1
childcare,2022,9,사회과학 일반,사회학,1
childcare,2023,2,사회학,사회과학 일반,1
